"Provider Number","Facility Name",County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Percent of Adult HD patients with Kt/V >= 1.2","Number of adult HD patients with KT/V data","Number of patients included in the transfusion summary","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Number of patients included in hospitalization summary","No. of hospitalization with hospital readmission summary","Number of Patients included in survival summary","Number of Patients included in fistula summary","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Number of patients in nPCR summary","Number of patient-months in nPCR summary","PPPW category text","Patient Transfusion category text","Fistula Category Text","Patient Infection category text","Patient Hospital Readmission Category","Patient Survival Category Text","Patient hospitalization category text"
42543,"FMCNA - MONTICELLO",DREW,Profit,"FRESENIUS MEDICAL CARE",16,100,70,48,73,638,77,667,55,44,201,77,77,671,0,0,"As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42545,"DAVITA SOUTHWEST ARKANSAS DIALYSIS",COLUMBIA,Profit,DAVITA,9,100,59,48,59,553,61,587,50,27,184,61,61,588,0,0,"Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42547,"DAVITA LITTLE ROCK MIDTOWN DIALYSIS",PULASKI,Profit,DAVITA,24,99,86,74,89,864,96,866,84,84,353,98,98,859,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42548,"DAVITA NORTH LITTLE ROCK DIALYSIS CENTER",PULASKI,Profit,DAVITA,12,99,64,47,67,644,66,651,53,51,255,66,66,648,0,0,"As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42549,"X CLOSED DAVITA - SILOAM SPRINGS",BENTON,Profit,DAVITA,8,100,21,19,25,181,28,194,22,18,81,24,24,157,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
42550,"BIO-MEDICAL APPLICATIONS OF ARKANSAS, INC",MISSISSIPPI,Profit,"FRESENIUS MEDICAL CARE",24,98,82,60,85,788,90,821,65,78,263,89,89,823,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42553,"DAVITA JACKSONVILLE CENTRAL DIALYSIS CENTER",PULASKI,Profit,DAVITA,12,98,63,67,87,721,89,737,74,59,260,70,70,535,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42554,"DAVITA JACKSON COUNTY DIALYSIS",JACKSON,Profit,DAVITA,9,99,25,23,26,219,28,231,25,23,108,30,30,233,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42556,"FMCNA - BENTON",SALINE,Profit,"FRESENIUS MEDICAL CARE",16,98,47,33,48,349,51,374,40,56,134,51,51,383,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42557,"DAVITA INDEPENDENCE COUNTY DIALYSIS",INDEPENDENCE,Profit,DAVITA,12,100,47,39,47,387,50,424,46,59,166,48,48,407,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42558,"DAVITA SALINE COUNTY DIALYSIS",SALINE,Profit,DAVITA,12,97,68,55,68,572,71,567,65,109,225,70,70,562,0,0,"Worse than Expected","Worse than Expected","As Expected","As Expected","Worse than Expected","Worse than Expected","As Expected"
42560,"DAVITA ASHLEY DIALYSIS",ASHLEY,Profit,DAVITA,24,99,60,54,63,636,67,658,61,33,240,68,68,667,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","Better than Expected"
42562,"US RENAL CARE OF NORTHEAST AR - PARAGOULD",GREENE,Profit,"US RENAL CARE, INC.",13,92,51,55,70,574,75,581,59,76,232,66,66,467,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
42563,"DAVITA HEMPSTEAD COUNTY DIALYSIS",HEMPSTEAD,Profit,DAVITA,20,99,73,47,74,691,75,694,47,26,188,75,75,694,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
42564,"US RENAL CARE - PINE BLUFF",JEFFERSON,Profit,"US RENAL CARE, INC.",24,90,138,124,171,1507,179,1551,138,171,529,155,155,1308,0,0,"Worse than Expected","Worse than Expected","Worse than Expected","Better than Expected","As Expected","Worse than Expected","As Expected"
42567,"DAVITA RENAL CENTER OF MOUNTAIN HOME",BAXTER,Profit,"RENAL VENTURES MANAGEMENT",20,99,71,68,95,789,103,872,78,73,298,81,81,638,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42568,"DAVITA SPRINGDALE DIALYSIS",WASHINGTON,Profit,DAVITA,16,99,81,48,83,774,88,782,55,44,237,91,91,817,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
42569,"HOPE DIALYSIS CENTER",HEMPSTEAD,Profit,INDEPENDENT,11,98,16,17,16,151,17,149,17,20,63,17,17,152,0,0,"Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42570,"DAVITA MALVERN DIALYSIS","HOT SPRING",Profit,DAVITA,26,99,52,36,53,454,57,475,43,43,167,58,58,484,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42571,"DAVITA CENTRAL LITTLE ROCK DIALYSIS",PULASKI,Profit,DAVITA,20,99,106,125,167,1486,179,1539,136,104,569,141,141,1216,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
42573,"DAVITA RENAL CARE MARION AT HOME",CRITTENDEN,Profit,DAVITA,24,96,90,73,112,1042,113,1034,86,108,348,106,106,972,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42574,"NORTH HILLS DIALYSIS",WASHINGTON,Profit,INDEPENDENT,19,97,136,118,175,1473,188,1563,141,114,600,145,145,1183,0,0,"As Expected","As Expected","As Expected","Not Available","Better than Expected","Better than Expected","As Expected"
42575,"BENTON COUNTY DIALYSIS CTR",BENTON,Profit,INDEPENDENT,17,95,90,95,122,1061,132,1106,104,66,434,103,103,850,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
42576,"DAVITA BRADLEY COUNTY DIALYSIS",BRADLEY,Profit,DAVITA,16,99,41,31,42,389,43,390,34,19,135,43,43,396,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42577,"NEA BAPTIST CLINIC - MIDDLEFIELD",CRAIGHEAD,Non-Profit,INDEPENDENT,15,96,41,37,45,419,50,447,44,55,184,46,46,425,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42578,"DAVITA MILLER COUNTY DIALYSIS",MILLER,Profit,DAVITA,20,100,100,79,101,979,118,1030,84,68,338,119,119,1038,0,0,"Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42580,"DIALYSIS CENTER OF SILOAM SPRINGS",BENTON,Profit,INDEPENDENT,11,99,53,36,54,443,60,469,42,45,153,59,59,466,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42581,"VAMANA, INC",MILLER,Profit,INDEPENDENT,11,93,44,38,44,394,47,368,41,79,145,47,47,406,0,0,"As Expected","Worse than Expected","Worse than Expected","As Expected","As Expected","As Expected","Worse than Expected"
42582,"DAVITA MENA DIALYSIS CENTER",POLK,Profit,DAVITA,15,98,30,20,31,255,34,260,26,24,115,33,33,263,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
42583,"DCI - MCCRORY",WOODRUFF,Non-Profit,"DIALYSIS CLINIC, INC.",9,97,17,16,19,197,20,199,19,26,76,19,19,190,0,0,"Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42584,"HARRISON DIALYSIS",BOONE,Profit,INDEPENDENT,20,93,80,56,83,709,84,615,67,53,255,85,85,735,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42585,"DAVITA FORREST CITY DIALYSIS","SAINT FRANCIS",Profit,DAVITA,12,96,60,47,63,556,66,575,49,42,161,61,61,531,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
42586,"X CLOSED DAVITA - ROGERS DIALYSIS",BENTON,Profit,DAVITA,16,94,63,50,63,341,66,342,55,15,160,64,64,353,0,0,"As Expected","Worse than Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
42588,"NEA BAPTIST CLINIC - HILLTOP",CRAIGHEAD,Profit,INDEPENDENT,12,90,40,49,68,589,70,610,53,62,222,43,43,358,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
42589,"FMCNA - EAST LITTLE ROCK",PULASKI,Profit,"FRESENIUS MEDICAL CARE",18,96,92,71,100,830,101,830,90,98,303,103,103,869,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
42590,"DAVITA SOUTH LITTLE ROCK DIALYSIS",PULASKI,Profit,DAVITA,13,96,57,49,72,634,69,595,54,63,256,69,69,595,0,0,"Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42591,"WESTSIDE DIALYSIS UNIT LLC",PULASKI,Profit,INDEPENDENT,16,97,36,27,37,345,39,346,28,43,119,40,40,372,0,0,"Worse than Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
42592,"DCI - LITTLE ROCK RENAL SERVICES LLC",PULASKI,Non-Profit,"DIALYSIS CLINIC, INC.",18,94,85,65,102,932,112,1004,79,107,262,92,92,814,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42593,"ARKANSAS STAFF ASSISTED HEMODIALYSIS CLINIC",HILLSBOROUGH,Non-Profit,INDEPENDENT,4,0,9,3,9,87,9,82,5,4,25,9,9,88,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","As Expected","Not Available"
42595,"DAVITA POCAHONTAS DIALYSIS",RANDOLPH,Profit,DAVITA,8,97,43,38,56,495,58,498,41,34,127,53,53,422,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42596,"HIDDEN SPRINGS DIALYSIS CTR",BENTON,Profit,INDEPENDENT,12,98,41,27,42,300,48,341,31,28,43,46,46,328,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42597,"DAVITA DIAMOND STATE DIALYSIS",PULASKI,Profit,DAVITA,12,98,23,15,24,143,26,153,19,35,23,26,26,162,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","Not Available","Worse than Expected"
42598,"DAVITA COLLEGE CITY DIALYSIS",UNKNOWN,Profit,DAVITA,20,99,47,28,47,335,50,353,33,46,33,51,51,364,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
42599,"SPRINGDALE DIALYSIS CTR",UNKNOWN,Profit,INDEPENDENT,19,98,31,23,32,129,37,145,25,11,25,39,39,156,0,0,"As Expected","Not Available","As Expected","Not Available","As Expected","Not Available","As Expected"
43501,"ST BERNARDS-WYNNE",CROSS,Non-Profit,INDEPENDENT,12,98,39,32,41,372,41,382,35,25,116,41,41,383,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
43502,"ST. BERNARDS MEDICAL CENTER - OSCEOLA DIALYSIS",MISSISSIPPI,Non-Profit,INDEPENDENT,8,98,14,15,18,140,21,159,15,4,33,18,18,114,0,0,"As Expected","Not Available","As Expected","Not Available","Not Available","As Expected","As Expected"
52305,"SANTA CLARA VALLEY RENAL CARE CENTER","SANTA CLARA",Non-Profit,INDEPENDENT,25,96,116,124,208,2054,215,2138,140,122,575,159,159,1559,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52311,"ST. JOSEPH HOSPITAL RENAL CENTER",ORANGE,Non-Profit,INDEPENDENT,39,92,139,101,159,1541,164,1595,124,91,564,164,164,1595,14,118,"Better than Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52321,"CHILDRENS HOSPITAL OF LOS ANGELES","LOS ANGELES",Non-Profit,INDEPENDENT,10,0,3,1,6,17,5,17,11,30,40,3,3,15,20,148,"As Expected","Not Available","Not Available","Not Available","As Expected","Not Available","Worse than Expected"
52323,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- SUNSET","LOS ANGELES",Non-Profit,"KAISER PERMANENTE",30,97,134,109,295,2764,303,2829,115,139,459,182,182,1835,0,0,"Better than Expected","Worse than Expected","Better than Expected","As Expected","As Expected","Worse than Expected","Worse than Expected"
52334,"ARROWHEAD REGIONAL MEDICAL CENTER","SAN BERNARDINO",Non-Profit,INDEPENDENT,8,99,77,17,81,758,87,796,69,50,208,89,89,806,0,0,"As Expected","Not Available","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
52380,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- FONTANA","SAN BERNARDINO",Non-Profit,"KAISER PERMANENTE",5,0,0,64,220,1901,218,1819,72,78,257,0,0,0,0,0,"Better than Expected","Worse than Expected","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52381,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- WOODLAND HILLS","LOS ANGELES",Non-Profit,"KAISER PERMANENTE",3,0,0,22,68,596,71,623,22,23,71,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52382,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- RIVERSIDE",RIVERSIDE,Non-Profit,"KAISER PERMANENTE",4,0,0,35,125,1091,130,1038,38,26,172,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","As Expected","Worse than Expected"
52384,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- WEST LOS ANGELES","LOS ANGELES",Non-Profit,"KAISER PERMANENTE",5,0,0,12,96,820,98,753,18,10,46,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
52389,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- DOWNEY","LOS ANGELES",Non-Profit,"KAISER PERMANENTE",6,0,0,38,174,1519,180,1516,42,48,155,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52390,"LUCILE PACKARD STANFORD PEDIATRIC DIALYSIS","SANTA CLARA",Non-Profit,INDEPENDENT,6,1,47,13,54,405,3,14,20,23,57,57,57,411,17,105,"As Expected","Not Available","Worse than Expected","Not Available","As Expected","As Expected","As Expected"
52392,"KAISER PERMANENTE - SANTA CLARA","SANTA CLARA",Non-Profit,"KAISER PERMANENTE",0,0,0,42,223,648,243,682,49,31,281,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52394,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- ANAHEIM",ORANGE,Non-Profit,"KAISER PERMANENTE",5,0,0,32,112,917,115,959,35,30,101,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52395,"CHILDRENS HOSPITAL OF SAN DIEGO","SAN DIEGO",Non-Profit,INDEPENDENT,5,0,0,1,2,14,2,14,5,3,25,2,2,14,12,60,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
52398,"KAISER HOSPITAL ESRD PD UNIT",ALAMEDA,Non-Profit,"KAISER PERMANENTE",0,0,0,41,179,1455,191,1585,41,30,140,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52399,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- BALDWIN PARK","LOS ANGELES",Non-Profit,"KAISER PERMANENTE",6,0,0,27,128,1264,136,1305,28,30,121,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52400,"CHILDRENS HOSPITAL CENTRAL CALIFORNIA",MADERA,Non-Profit,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
52403,"KAISER PERMANENTE MARTINEZ","CONTRA COSTA",Non-Profit,"KAISER PERMANENTE",0,0,0,47,148,1244,161,1272,48,64,166,0,0,0,0,0,"Better than Expected","Worse than Expected","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52404,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- ONTARIO","SAN BERNARDINO",Non-Profit,"KAISER PERMANENTE",3,0,0,25,84,704,84,724,26,26,91,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","As Expected","Worse than Expected","Worse than Expected"
52405,"UC DAVIS MEDICAL CENTER PEDIATRIC",SACRAMENTO,Non-Profit,INDEPENDENT,0,0,0,3,5,25,3,20,3,0,3,2,2,12,0,0,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
52406,"LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL PEDIATRIC CHRONIC DIALYSIS","SAN BERNARDINO",Non-Profit,INDEPENDENT,5,0,2,1,2,14,2,14,2,0,13,2,2,14,12,96,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
52407,"KAISER FOUNDATION HOSPITAL MEDICAL CTR.- MORENO VALLEY",UNKNOWN,Non-Profit,"KAISER PERMANENTE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
52500,"FMC-HILLCREST DIALYSIS","SAN DIEGO",Profit,"FRESENIUS MEDICAL CARE",20,95,105,70,110,1068,110,1074,79,83,322,114,114,1093,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
52502,"DAVITA KIDNEY DIALYSIS CARE UNIT","LOS ANGELES",Profit,DAVITA,40,99,205,114,206,1919,208,1946,128,148,505,202,202,1928,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Worse than Expected","As Expected"
52503,"DAVITA MAIN PLACE DIALYSIS CENTER",ORANGE,Profit,DAVITA,36,98,136,94,175,1632,181,1695,100,78,398,167,167,1552,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52505,"DAVITA FULLERTON DIALYSIS",ORANGE,Profit,DAVITA,25,99,169,89,171,1595,180,1650,111,124,425,179,179,1649,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52507,"RAI HAIGHT","SAN FRANCISCO",Profit,"FRESENIUS MEDICAL CARE",17,98,60,41,66,601,65,602,49,44,275,69,69,632,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52513,"FMC-SANTA BARBARA COMMUNITY DIALYSIS CENTER","SANTA BARBARA",Profit,"FRESENIUS MEDICAL CARE",14,95,84,62,94,859,97,862,68,51,245,94,94,803,0,0,"As Expected","As Expected","As Expected","Better than Expected","Better than Expected","Better than Expected","As Expected"
52514,"SATELLITE HEALTHCARE INC","SANTA CLARA",Non-Profit,"SATELLITE HEALTHCARE",42,95,117,87,148,1465,156,1465,99,100,444,157,157,1504,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52515,"LOS ALAMITOS HEMODIALYSIS CENTER",ORANGE,Profit,INDEPENDENT,32,96,140,101,153,1392,158,1434,118,166,467,156,156,1408,0,0,"As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52521,"DAVITA ANTELOPE VALLEY DIALYSIS","LOS ANGELES",Profit,DAVITA,30,98,192,138,215,1990,226,1990,154,165,712,211,211,1862,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)","LOS ANGELES",Profit,INDEPENDENT,36,94,43,32,48,481,49,489,33,35,157,49,49,492,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52523,"FMC-LONG BEACH","LOS ANGELES",Profit,"FRESENIUS MEDICAL CARE",16,99,107,58,118,985,125,1038,79,76,302,127,127,1062,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52524,"BMA SANTA ROSA",SONOMA,Profit,"FRESENIUS MEDICAL CARE",16,98,57,50,66,555,66,573,60,52,223,66,66,577,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52525,"DAVITA ESCONDIDO DIALYSIS","SAN DIEGO",Profit,DAVITA,19,98,149,94,157,1480,162,1523,105,114,454,162,162,1546,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
52526,"SATELLITE HEALTHCARE INC",MARIN,Non-Profit,"SATELLITE HEALTHCARE",23,96,77,58,95,868,106,901,77,91,299,101,101,851,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52528,"DAVITA REDDING DIALYSIS CENTER",SHASTA,Profit,DAVITA,28,95,149,145,174,1549,193,1618,159,168,564,177,177,1480,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52531,"SATELLITE HEALTHCARE INC",STANISLAUS,Non-Profit,"SATELLITE HEALTHCARE",25,97,129,104,148,1301,155,1344,126,142,485,158,158,1373,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52532,"DAVITA RIVERSIDE DIALYSIS CENTER",RIVERSIDE,Profit,DAVITA,32,97,172,85,180,1535,184,1585,97,111,450,184,184,1600,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
52534,"RAI - EAST BAY - OAKLAND",ALAMEDA,Profit,"FRESENIUS MEDICAL CARE",27,96,102,63,103,978,103,973,76,79,308,103,103,982,0,0,"As Expected","As Expected","Worse than Expected","Better than Expected","Worse than Expected","Better than Expected","As Expected"
