Provider Number,Facility Name,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Percent of Adult HD patients with Kt/V >= 1.2,Number of adult HD patients with KT/V data,Mortality Rate (Facility),Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary ,Number of patients included in hospitalization summary,No. of hospitalization with hospital readmission summary,Number of Patients included in survival summary,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Number of patients in nPCR summary,Number of patient-months in nPCR summary,PPPW category text,Patient Transfusion category text,Fistula Category Text,Patient Infection category text,Patient Hospital Readmission Category,Patient Survival Category Text,Patient hospitalization category text
62574,DAVITA RED HAWK DIALYSIS,DOUGLAS,Profit,DAVITA,8,99,19,10.8,19,34,331,36,329,25,26,109,19,19,189,0,0,Better than Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
62575,062575 PAVILION DIALYSIS (FMC),DENVER,Profit,FRESENIUS MEDICAL CARE,24,99,108,18.6,74,126,1216,128,1250,82,72,317,115,115,1138,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
62576,DAVITA SABLE DIALYSIS,ADAMS,Profit,DAVITA,30,98,123,21.6,113,186,1634,193,1660,121,114,464,132,132,1152,0,0,Better than Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
112725,DAVITA WRIGHTSVILLE DIALYSIS,JOHNSON,Profit,DAVITA,12,100,37,19.5,37,39,369,44,388,39,30,139,44,44,386,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112726,DSI MONTICELLO DIALYSIS,JASPER,Profit,"US RENAL CARE, INC.",12,99,22,33.6,23,23,240,23,247,23,26,112,23,23,247,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102748,DAVITA TEMPLE TERRACE DIALYSIS,HILLSBOROUGH,Profit,DAVITA,24,98,130,26.2,90,147,1274,152,1326,105,164,451,138,138,1239,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102749,RCG - SACRED HEART - PED DIALYSIS,ESCAMBIA,Profit,FRESENIUS MEDICAL CARE,7,0,0,0,0,0,0,0,0,2,0,16,0,0,0,2,13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
102750,DAVITA ORLANDO SOUTHWEST DIALYSIS,ORANGE,Profit,DAVITA,18,99,53,18.3,45,55,548,56,551,47,78,240,56,56,556,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected
102885,DAVITA GREATER TAMPA AT HOME PD,HILLSBOROUGH,Profit,DAVITA,4,0,1,30.3,47,72,586,76,610,49,49,199,14,14,125,0,0,As Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
102886,DAVITA EAST TAMPA DIALYSIS,HILLSBOROUGH,Profit,DAVITA,21,97,108,25.0,73,114,1001,116,1020,87,168,362,116,116,1041,0,0,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected,Worse than Expected
112619,DIALYSIS AMERICA INC ALPHARETTA DIALYSIS CENTER,FULTON,Profit,FRESENIUS MEDICAL CARE,17,100,37,13.0,32,54,430,55,452,43,40,177,38,38,283,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Better than Expected,As Expected
112620,DAVITA DIALYSIS CENTER OF MIDDLE GEORGIA-WARNER ROBINS,HOUSTON,Profit,DAVITA,12,99,75,41.2,52,85,694,91,737,62,61,244,82,82,634,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
112621,FRESENIUS MEDICAL CARE HALL COUNTY,UNKNOWN,Profit,FRESENIUS MEDICAL CARE,15,98,81,24.8,84,108,971,114,1010,95,108,318,93,93,798,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102564,RENAL CARE CENTER - SEBRING,HIGHLANDS,Profit,FRESENIUS MEDICAL CARE,17,100,95,16.3,86,127,1063,135,1118,106,113,409,107,107,847,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Better than Expected,As Expected
102694,BMA - AVON PARK,HIGHLANDS,Profit,FRESENIUS MEDICAL CARE,14,100,82,24.3,53,84,715,87,751,68,94,307,87,87,743,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102695,PHYSICIANS DIALYSIS - HUDSON,PASCO,Profit,INDEPENDENT,8,100,23,25.5,22,31,214,35,236,27,19,101,35,35,236,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
102696,DAVITA NEW SMYRNA BEACH DIALYSIS,VOLUSIA,Profit,DAVITA,12,100,30,28.7,21,33,296,37,298,28,26,136,38,38,313,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102697,BMA - WEST ORLANDO,ORANGE,Profit,FRESENIUS MEDICAL CARE,20,97,109,19.4,76,118,998,122,1003,91,143,348,122,122,1032,0,0,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected,As Expected
62577,DAVITA NORTHEASTERN COLORADO DIAYSIS,LOGAN,Profit,DAVITA,12,99,63,23.5,61,74,647,82,690,67,81,252,74,74,568,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
62578,062578 -  WEST HAMPDEN DIALYSIS (FMC),ARAPAHOE,Profit,FRESENIUS MEDICAL CARE,12,98,62,13.7,47,84,659,83,687,55,61,145,74,74,561,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
62579,DAVITA LOVELAND CENTRAL DIALYSIS,LARIMER,Profit,DAVITA,12,97,22,20.6,16,23,216,24,222,19,25,102,24,24,224,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
82525,"FRESENIUS MEDICAL CARE NORTHERN DELAWARE, LLC.",NEW CASTLE,Non-Profit,FRESENIUS MEDICAL CARE,9,98,56,20.3,32,57,408,62,425,47,39,109,62,62,424,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82526,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",KENT,Profit,FRESENIUS MEDICAL CARE,4,0,4,46.1,28,40,306,44,313,38,26,76,11,11,80,0,0,Better than Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
102751,DAVITA CELEBRATION DIALYSIS,OSCEOLA,Profit,DAVITA,20,100,76,23.8,39,80,548,78,540,46,76,207,82,82,568,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102752,DAVITA BONITA SPRINGS DIALYSIS,LEE,Profit,DAVITA,16,100,89,16.6,65,91,687,90,682,83,57,303,93,93,708,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
102754,"BRIGHT KIDNEY CARE, LLC",SAINT LUCIE,Profit,AMERICAN RENAL ASSOCIATES,24,95,142,25.9,83,162,1491,166,1480,125,226,567,157,157,1409,0,0,As Expected,As Expected,As Expected,Not Available,As Expected,As Expected,Worse than Expected
102861,GOLDTREE KIDNEY CENTER LLC,SAINT LUCIE,Profit,AMERICAN RENAL ASSOCIATES,20,100,115,18.8,33,126,1195,131,1249,103,117,450,125,125,1176,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102863,DAVITA WEST BEACH DIALYSIS CENTER,BAY,Profit,DAVITA,8,97,25,19.9,23,25,176,25,172,25,18,104,27,27,182,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
102864,GATEWAY DIALYSIS CENTER,DUVAL,Non-Profit,"DIALYSIS CLINIC, INC.",24,98,82,25.3,58,88,799,89,823,71,89,317,89,89,815,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
112622,RCG LAWRENCEVILLE,GWINNETT,Profit,FRESENIUS MEDICAL CARE,17,96,92,19.2,81,113,1029,115,1055,85,92,343,99,99,924,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112624,DAVITA CANDLER COUNTY DIALYSIS,CANDLER,Profit,DAVITA,20,99,40,27.0,26,41,354,42,360,31,37,129,43,43,366,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112627,FMC OF SNELLVILLE INC,GWINNETT,Profit,FRESENIUS MEDICAL CARE,11,89,50,18.6,35,51,437,56,457,44,48,190,56,56,463,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102529,PHYSICIANS DIALYSIS TRINITY,PASCO,Profit,INDEPENDENT,13,98,42,33.1,38,59,520,63,539,47,45,244,58,58,494,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
102530,BMA - HIALEAH,MIAMI-DADE,Profit,FRESENIUS MEDICAL CARE,27,98,112,18.6,77,123,1143,123,1156,89,110,332,118,118,1076,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102700,BMA - NORTH ORLANDO,SEMINOLE,Profit,FRESENIUS MEDICAL CARE,12,98,79,23.1,54,81,743,84,764,62,64,243,83,83,773,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102701,DAVITA FORT LAUDERDALE DIXIE DIALYSIS,BROWARD,Profit,DAVITA,18,100,82,23.2,70,113,929,116,951,84,74,373,87,87,698,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
62555,062555 KIDNEY CENTER OF LAFAYETTE (ARA),BOULDER,Profit,AMERICAN RENAL ASSOCIATES,24,99,65,23.7,28,83,736,86,785,52,43,261,70,70,626,0,0,Better than Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
62556,062556 KIDNEY CENTER OF LAKEWOOD (ARA),JEFFERSON,Profit,AMERICAN RENAL ASSOCIATES,21,99,75,18.3,55,95,934,98,978,71,49,270,81,81,822,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
62557,062557 KIDNEY CENTER OF LONGMONT (ARA),BOULDER,Profit,AMERICAN RENAL ASSOCIATES,20,98,81,22.3,50,105,992,111,1049,81,67,349,87,87,800,0,0,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
82527,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",SUSSEX,Profit,FRESENIUS MEDICAL CARE,11,95,45,17.1,34,55,451,55,457,48,47,85,47,47,395,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82528,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",UNKNOWN,Profit,FRESENIUS MEDICAL CARE,12,98,53,19.3,36,53,403,54,403,47,60,69,58,58,434,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82529,BIO-MEDICAL APPLICATIONS OF DELAWARE INC,UNKNOWN,Non-Profit,FRESENIUS MEDICAL CARE,12,99,14,0,7,15,94,16,103,11,3,14,17,17,106,0,0,As Expected,Not Available,As Expected,As Expected,Not Available,Not Available,Not Available
82530,"BIO-MEDICAL APPLICATIONS OF DELAWARE, INC.",UNKNOWN,Profit,FRESENIUS MEDICAL CARE,12,99,37,6.0,24,37,272,38,283,29,22,38,37,37,284,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102592,APOPKA ARTIFICIAL KIDNEY CENTER,ORANGE,Profit,FRESENIUS MEDICAL CARE,16,93,66,24.5,43,69,601,73,627,51,61,203,73,73,634,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
102593,DAVITA ZEPHYRHILLS DIALYSIS,PASCO,Profit,DAVITA,24,98,171,27.3,140,203,1641,213,1696,165,177,697,183,183,1441,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
102865,FMC - MACCLENNY,BAKER,Profit,FRESENIUS MEDICAL CARE,13,98,65,22.1,43,65,569,66,597,54,63,173,64,64,588,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102866,DAVITA MIRAMAR KIDNEY CENTER,BROWARD,Profit,DAVITA,16,97,87,21.0,58,87,771,88,774,67,68,247,89,89,802,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102867,FRESENIUS KIDNEY CARE PALM COAST,FLAGLER,Profit,FRESENIUS MEDICAL CARE,16,99,41,27.0,26,44,332,46,344,34,19,112,43,43,333,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112588,WAYNESBORO DIALYSIS,BURKE,Profit,AMERICAN RENAL ASSOCIATES,24,99,100,32.6,27,100,1013,106,1041,74,65,291,106,106,1048,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
112590,FRESENIUS MEDICAL CARE PERIMETER,FULTON,Profit,FRESENIUS MEDICAL CARE,19,97,83,23.4,74,108,835,114,858,90,56,385,100,100,767,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102531,DIALYSIS CLINIC INC,DUVAL,Non-Profit,"DIALYSIS CLINIC, INC.",32,97,107,18.1,100,142,1288,151,1331,125,167,553,116,116,1048,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102532,DAVITA INTERAMERICAN DIALYSIS CENTER,MIAMI-DADE,Profit,DAVITA,25,100,84,19.5,79,125,1208,131,1246,85,76,403,93,93,840,0,0,Better than Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
102534,NAPLES ARTIFICIAL KIDNEY CENTER,COLLIER,Profit,FRESENIUS MEDICAL CARE,21,94,65,20.5,38,85,461,90,512,54,29,237,78,78,472,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102536,DAVITA PLANTATION DIALYSIS,BROWARD,Profit,DAVITA,25,99,91,21.3,59,91,797,94,811,70,101,323,97,97,838,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102666,DAVITA MARIANNA DIALYSIS CENTER,JACKSON,Profit,DAVITA,21,100,85,30.1,82,109,964,113,985,92,60,379,92,92,769,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
102668,BMA - STARKE,BRADFORD,Profit,FRESENIUS MEDICAL CARE,26,90,64,21.8,43,64,583,64,582,53,99,265,64,64,565,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
62558,062558 KIDNEY CENTER OF WESTMINSTER (ARA),JEFFERSON,Profit,AMERICAN RENAL ASSOCIATES,24,99,131,20.4,72,164,1555,171,1614,115,95,490,147,147,1358,0,0,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
62559,DAVITA NORTH METRO DIALYSIS CENTER,ADAMS,Profit,DAVITA,17,100,56,20.1,55,89,803,94,836,59,63,268,61,61,568,0,0,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
62560,062560 LIBERTY DIALYSIS - PUEBLO,PUEBLO,Profit,"US RENAL CARE, INC.",18,99,63,18.1,67,101,935,103,937,70,50,272,70,70,631,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82506,FRESENIUS KIDNEY CARE - CHRISTIANA,NEW CASTLE,Profit,FRESENIUS MEDICAL CARE,20,99,106,19.9,88,114,974,115,978,99,72,358,118,118,995,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82507,FRESENIUS KIDNEY CARE - MILFORD,SUSSEX,Profit,FRESENIUS MEDICAL CARE,25,98,105,21.2,98,151,1325,159,1377,140,153,531,129,129,1099,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
102594,RENAL CARE CENTER - WELLINGTON,PALM BEACH,Profit,FRESENIUS MEDICAL CARE,19,98,73,19.4,66,96,853,102,875,83,71,390,92,92,774,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
102595,WEST KENDALL DIALYSIS CENTER,MIAMI-DADE,Profit,FRESENIUS MEDICAL CARE,25,97,106,25.7,79,113,1064,116,1065,90,122,373,119,119,1099,0,0,As Expected,Worse than Expected,As Expected,Better than Expected,As Expected,As Expected,Worse than Expected
102596,US RENAL CARE SARASOTA,SARASOTA,Profit,DIVERSIFIED SPECIALTY INSTITUTES (DSI),37,97,168,17.7,118,206,1851,211,1911,172,214,691,182,182,1661,1,7,As Expected,As Expected,As Expected,Better than Expected,As Expected,Better than Expected,As Expected
102597,RENAL CARE CENTER - VERO BEACH,INDIAN RIVER,Profit,FRESENIUS MEDICAL CARE,23,98,89,23.7,83,110,897,117,916,103,105,396,106,106,830,0,0,As Expected,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected
52881,FMC-NEWPORT BEACH DIALYSIS,ORANGE,Profit,FRESENIUS MEDICAL CARE,16,100,33,20.9,26,38,319,41,327,31,13,202,41,41,331,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
112591,FMCNA CARTERSVILLE,BARTOW,Profit,FRESENIUS MEDICAL CARE,16,98,73,17.1,64,82,757,85,773,72,90,321,86,86,778,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112594,DAVITA PAULDING DIALYSIS,PAULDING,Profit,DAVITA,16,99,46,24.0,36,47,394,51,416,40,36,154,51,51,422,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112595,FMC LAWRENCEVILLE,GWINNETT,Profit,FRESENIUS MEDICAL CARE,0,0,4,16.1,42,72,603,74,595,49,32,182,16,16,94,0,0,Better than Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
112596,DAVITA SOUTHERN LANE DIALYSIS,UNKNOWN,Profit,DAVITA,16,96,33,25.5,23,34,276,34,276,29,28,118,35,35,284,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112727,DAVITA LORING HEIGHTS DIALYSIS,FULTON,Profit,DAVITA,20,100,60,15.9,38,65,635,68,647,49,44,213,69,69,670,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102670,DAVITA LIGHTHOUSE POINT DIALYSIS,BROWARD,Profit,DAVITA,16,100,100,26.9,66,100,868,103,891,76,77,350,103,103,893,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102673,DAVITA WEST TALLAHASSEE DIALYSIS,LEON,Profit,DAVITA,24,97,111,29.9,105,159,1418,158,1405,120,145,537,126,126,1162,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
102674,NEPHROLOGY CENTER OF CRESTVIEW,OKALOOSA,Profit,FRESENIUS MEDICAL CARE,16,98,82,23.1,70,84,648,93,701,78,95,302,91,91,696,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
102675,DAVITA VENICE DIALYSIS CENTER,SARASOTA,Profit,DAVITA,23,99,74,30.6,55,90,576,98,602,78,89,284,78,78,469,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
62533,DAVITA COMMERCE CITY DIALYSIS,ADAMS,Profit,DAVITA,18,99,43,22.3,37,45,460,45,460,41,27,169,45,45,470,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82509,FRESENIUS KIDNEY CARE - FIRST STATE,NEW CASTLE,Profit,FRESENIUS MEDICAL CARE,24,98,78,21.0,54,80,713,80,721,68,81,360,80,80,730,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82510,FRESENIUS KIDNEY CARE - REHOBOTH,SUSSEX,Profit,FRESENIUS MEDICAL CARE,16,100,71,20.2,47,74,639,79,643,64,55,229,80,80,663,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
82511,FRESENIUS KIDNEY CARE - WILMINGTON,NEW CASTLE,Profit,FRESENIUS MEDICAL CARE,17,98,72,18.3,51,75,639,77,665,58,68,248,77,77,674,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
82512,FRESENIUS KIDNEY CARE - SMYRNA,KENT,Profit,FRESENIUS MEDICAL CARE,16,99,71,23.4,48,71,673,73,670,61,74,299,74,74,679,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102565,HOMESTEAD ARTIFICIAL KIDNEY CENTER,MIAMI-DADE,Profit,FRESENIUS MEDICAL CARE,25,98,128,31.0,97,159,1410,170,1465,110,151,473,155,155,1356,0,0,As Expected,As Expected,As Expected,As Expected,Worse than Expected,Worse than Expected,Worse than Expected
102822,DAVITA LAKE GRIFFIN EAST DIALYSIS,LAKE,Profit,DAVITA,16,99,39,24.4,25,39,247,39,247,32,27,220,43,43,262,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
102823,DAVITA WINTER PARK HOME PD DIALYSIS,ORANGE,Profit,DAVITA,2,0,0,35.9,43,77,589,81,624,48,78,182,0,0,0,0,0,As Expected,As Expected,Not Available,Not Available,Worse than Expected,Worse than Expected,Worse than Expected
102824,DSI SOUTH TAMPA LLC,HILLSBOROUGH,Profit,NATIONAL RENAL INSTITUTES,25,98,103,25.0,82,119,1043,122,1092,99,96,460,106,106,905,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
102825,DAVITA OCALA REGIONAL KIDNEY CENTERS HOME DIALYSIS DIVISION PD,MARION,Profit,DAVITA,10,0,7,26.2,99,130,1087,139,1135,111,111,445,31,31,258,0,0,As Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
102826,FRESENIUS KIDNEY CARE DAYTONA,VOLUSIA,Profit,FRESENIUS MEDICAL CARE,17,94,63,17.3,37,71,588,73,600,54,51,241,65,65,533,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112707,US RENAL CARE HAWKINSVILLE,PULASKI,Profit,"US RENAL CARE, INC.",16,97,82,26.2,69,85,781,87,818,76,65,314,89,89,823,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112708,US RENAL CARE COVINGTON DIALYSIS,NEWTON,Profit,"US RENAL CARE, INC.",16,98,82,21.5,59,86,761,83,756,65,59,264,87,87,806,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112709,DAVITA ELLIJAY DIALYSIS,GILMER,Profit,DAVITA,5,98,72,27.8,55,73,533,81,566,68,67,222,80,80,571,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
112710,DAVITA EAST GEORGIA DIALYSIS,BULLOCH,Profit,DAVITA,29,98,129,16.0,124,149,1481,155,1503,135,133,485,140,140,1322,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
112711,DAVITA IRIS CITY DIALYSIS,SPALDING,Profit,DAVITA,28,98,105,26.0,85,117,1084,120,1115,95,116,398,115,115,1072,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
52848,FMC-RIVERSIDE,RIVERSIDE,Profit,FRESENIUS MEDICAL CARE,26,98,185,32.9,100,210,1912,218,1981,114,153,412,217,217,2000,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,Worse than Expected
52850,DAVITA ORANGEVALE DIALYSIS CENTER,SACRAMENTO,Profit,DAVITA,20,91,112,29.0,66,119,1042,132,1085,83,115,339,130,130,1072,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
52852,DAVITA CRESCENT HEIGHTS DIALYSIS CENTER,LOS ANGELES,Profit,DAVITA,20,99,105,16.7,91,135,1223,146,1288,119,163,558,116,116,1049,0,0,Better than Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
52820,FMC-RAI-W. FOOTHILL BLVD-GLENDORA,LOS ANGELES,Profit,FRESENIUS MEDICAL CARE,32,97,92,27.2,67,104,959,106,985,73,63,325,105,105,988,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
52821,U.S. RENAL CARE GARDENA DIALYSIS - 190TH,LOS ANGELES,Profit,"US RENAL CARE, INC.",21,94,118,23.4,88,151,1421,153,1435,100,104,503,128,128,1204,0,0,Better than Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
112645,FRESENIUS MEDICAL CARE CLAYTON COUNTY,CLAYTON,Profit,FRESENIUS MEDICAL CARE,31,95,128,21.0,119,167,1495,179,1545,133,160,503,163,163,1405,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
